unique,runique,round,SurveyVersion,Current,fdn,fdntext,fldimp,undrfld,advknow,pubpol,comimp,undrwr,undrsoc,orgimp,undrorg,impsust,granteffect,avgrelfact,comfort,responsv,fairness,ctctfreq,initcont,conchng,sitevst,clrcomm,consistent,lrn_pub,lrn_web,lrn_ar,lrn_grp,lrn_ind,lrn_oth,lrn_blog,lrn_facebk,lrn_twitter,lrn_video,lrn_none2,ansrec,help_pub,help_web,help_ar,help_grp,help_ind,help_oth,help_blog,help_facebk,help_twitter,help_video,onr_fochelp,onr_ideahelp,selhelp,selfdn,pressure,tmsubcmt,propsub,s_loi,s_intv,s_phone,s_rescomm,s_lm,s_none,anssel,helpeval,disceval,discassess,helpassess,evalocc,evalocc_recode,eval_prcs_2,eval_prcs_3,eval_prcs_4,eval_prcs_8,eval_prcs_9,eval_prcs_89,eval_prcs_new,exteval,grtval,total_pem,prophour,prophour_buc_val,emhour,emana,emana_buc_val,propno,emno,ansasst,m_yeast,noasst,m_madv,m_mstrt,m_mfnpl,m_mperf,m_fcoll,m_fadv,m_fintr,m_frobs,m_fpubs,m_fsems,m_ogov,m_oit,m_ocom,m_ofac,m_otrn,m_fundasst,m_ootr,mc_mgmt,mc_fld,mc_oth,mc_all,nonmon,fldorcomp,fundasst,fundimp,f_fdnrep,satisfac,msatisfac,awarechall,helpchall,transparent,trans_select,trans_futfund,trans_bestpractice,trans_failure,typfund_new,grntlen,lenbuc_val,grntsz,grntbuc_val,anpctbud,relpat,budg,budbuc_val,curfund,declined,posit,gender,r_aframb,r_nativeal,r_asianind,r_white,r_sphislat,r_pacisl,r_oth,r_prefno,race,ISI_value,initcont_denom,tmsubcmt_denom,eval_prcs_new_denom,gender_denom,race_denom,ressub_lm,ressub_eval,ressub_prog,ressub_wrt,ressub_quantdata,ressub_qualdata,ressub_story,ressub_quantinfo,ressub_qualinfo,ressub_cost,ressub_oth,resreq_lm,resreq_eval,resreq_prog,resreq_wrt,resreq_quantdata,resreq_qualdata,resreq_story,resreq_quantinfo,resreq_qualinfo,resreq_cost,resreq_oth,e_stvst,e_disc,e_phone,e_email,e_extevl,e_wrtfm,e_outdata,e_none,use_blog,use_facebk,use_twitter,use_video,undrres,cctresuse,cctres,rellen,divcomm_fdn,divcomm_prog,divcomm_org,divcomm_wrk,divadd,optind,tracking
3097,14S23097,14S,Domestic,1,3001,Marlborough 14S,5,5,6,7,3,6,6,4,7,5,2,5.2,5,6,5,2,2,0,0,5,5,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,4,,,,0,0,1,1,1,1,0,1,4,1,1,5,1,1,0,0,0,1,1,1,3,0,21500,28,8,1,20,8,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,3,3,0,6,3,1,,,,,,6,6,5,4,6,5,5,4,2.5,3,602000,8,0.16053,3,1500000,4,1,0,6,1,0,0,0,1,0,0,0,0,White,2,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1396
2164,14S22164,14S,Domestic,1,3001,Marlborough 14S,7,7,6,5,88,88,6,6,7,5,1,4.8,6,6,6,2,3,0,1,2,4,0,0,0,1,1,0,0,0,0,0,0,1,,,,7,7,,,,,,,,3,3,2,5,1,1,1,1,1,0,0,1,7,1,1,5,1,1,0,0,0,1,1,1,3,1,71428.57143,1400,400,8,1000,80,6,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,3,2,0,,,,,,7,6,4,2,3,5,3,4,12.5,5,100000000,9,,2,,,1,0,3,1,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1004
2165,14S22165,14S,Domestic,1,3001,Marlborough 14S,3,5,2,2,3,5,4,5,5,5,2,4.6,7,4,4,2,3,0,1,4,4,1,1,0,1,1,0,0,0,0,0,0,1,4,5,,6,7,,,,,,,,4,6,4,1,1,0,1,1,1,0,0,1,,,1,4,3,0,0,1,0,0,0,0,4,,12857.14286,140,100,7,40,26.66667,3,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,4,1,6,3,1,,,,,,4,3,5,2,5,5,5,4,1.5,2,1800000,9,0.04286,3,28000000,6,0,88,2,2,0,0,0,1,0,0,0,0,White,2,1,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1221
2169,14S22169,14S,Domestic,1,3001,Marlborough 14S,7,88,88,6,88,88,4,7,88,88,2,6.6,5,7,7,4,3,0,0,7,7,1,1,0,0,1,0,0,0,0,0,0,1,6,6,,,7,,,,,,,,6,4,1,6,1,1,1,1,1,1,0,1,4,1,1,6,1,1,0,0,0,1,0,0,1,0,6206.896552,58,50,6,8,2.66667,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,7,5,6,6,7,4,2,4,3,3,360000,7,0.17143,1,700000,3,1,0,1,2,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1492
2173,14S22173,14S,Domestic,1,3001,Marlborough 14S,6,5,5,7,88,7,6,7,6,6,3,6.4,6,7,7,4,3,1,0,6,6,1,1,0,0,1,0,0,0,0,0,0,1,5,6,,,7,,,,,,,,7,7,3,5,1,1,1,1,1,0,0,1,2,0,1,5,1,1,0,0,0,1,0,0,1,88,4807.692308,52,40,5,12,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,,,,,,4,4,5,6,6,5,5,4,2,2,250000,6,,3,,,0,1,3,5,0,0,0,0,0,0,0,1,PrefNo,2,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1147
2185,14S22185,14S,International,1,3001,Marlborough 14S,7,5,7,5,6,6,4,7,7,4,4,6.4,6,7,7,2,3,0,1,6,6,1,1,0,1,1,0,0,0,0,0,0,1,3,2,,5,7,,,,,,,,4,7,2,5,1,0,1,1,1,1,0,1,6,1,1,4,1,1,0,0,0,1,1,1,3,0,3916.666667,120,40,5,80,40,5,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,3,4,1,8,4,1,,,,,,6,4,4,1,6,3,2,4,2,2,470000,7,0.52222,2,450000,2,1,0,3,1,,,,,,,,,,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1077
1030,14S21030,14S,Domestic,1,3004,Boylston 14S,7,7,7,7,7,7,6,7,7,5,4,6.6,7,7,7,4,1,0,0,6,6,1,1,0,0,1,0,0,0,0,0,0,1,7,6,,,5,,,,,,,,2,2,4,5,1,0,0,1,1,0,0,1,,,0,5,2,0,1,0,0,0,0,0,4,,1272.727273,55,15,2,40,40,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,6,7,6,6,4,4,4,1,1,1,70000,4,0.05385,2,1300000,4,1,88,1,1,0,0,0,1,0,0,0,0,White,2,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,D1108
1226,14S21226,14S,Domestic,1,3004,Boylston 14S,88,6,88,6,6,6,6,6,6,6,4,6.2,6,6,6,5,3,0,0,6,7,1,1,1,0,0,0,0,0,0,0,0,1,6,6,6,,,,,,,,,,1,1,1,7,1,1,0,0,1,0,0,1,6,0,0,6,1,1,0,0,0,1,0,0,1,0,460,10,8,1,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,6,5,7,6,6,6,6,6,1,1,4600,1,0.00115,3,4000000,4,1,0,1,1,0,0,0,1,0,0,0,0,White,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,D1048
1233,14S21233,14S,Domestic,1,3004,Boylston 14S,7,7,6,6,6,6,6,7,6,6,2,6.8,7,7,7,4,2,0,0,7,6,1,1,1,0,0,0,0,0,0,0,0,1,7,7,7,,,,,,,,,,3,1,3,5,1,1,0,0,0,1,0,1,,,0,5,2,0,1,0,0,0,0,0,4,,3333.333333,24,12,2,12,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,6,6,6,7,7,7,7,4,2,2,80000,4,0.00154,3,26049316,6,1,1,5,2,0,0,0,1,0,0,0,0,White,2,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,D1063
1238,14S21238,14S,Domestic,1,3004,Boylston 14S,5,5,5,88,88,6,5,7,5,1,4,6.2,6,6,7,4,2,0,0,6,6,1,1,0,0,1,0,0,0,0,0,0,1,6,6,,,7,,,,,,,,2,4,1,5,1,0,0,1,1,0,0,1,,,0,3,2,0,1,0,0,0,0,0,4,,625,8,8,1,,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,5,4,7,5,5,6,4,4,1,1,5000,1,0.005,3,1000000,4,1,88,1,2,0,0,0,1,0,0,0,0,White,3,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,D1101
1265,14S21265,14S,Domestic,1,3004,Boylston 14S,5,5,5,5,5,5,5,6,6,5,4,5.8,5,6,7,5,2,0,0,5,6,1,1,1,0,1,0,0,0,0,0,0,1,7,6,6,,6,,,,,,,,3,1,3,5,1,0,0,0,0,0,1,1,,,0,5,2,0,1,0,0,0,0,0,4,,207.5416667,24,8,1,16,13.71425,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,5,5,6,5,5,5,4,6,1.166666667,1,4981,1,0.00142,1,3000000,4,1,0,4,2,0,0,0,1,0,0,0,0,White,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,D1007
1051,14S21051,14S,Domestic,1,3001,Marlborough 14S,5,6,6,5,88,5,5,7,6,6,2,5.8,6,6,6,3,3,1,1,6,5,0,1,0,1,1,0,0,0,0,0,0,1,,4,,5,6,,,,,,,,5,5,4,6,1,0,0,1,1,0,0,1,6,1,1,5,1,1,0,0,0,1,1,1,3,0,18333.33333,60,40,5,20,10,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,3,1,4,3,1,,,,,,6,5,6,5,5,5,5,4,2,2,1100000,9,,2,,,1,0,1,1,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1267
1060,14S21060,14S,Domestic,1,3001,Marlborough 14S,4,6,5,88,6,7,7,5,7,7,2,6.8,7,7,7,1,3,0,1,7,6,0,1,0,0,0,0,0,0,0,0,0,1,,6,,,,,,,,,,,5,5,1,4,1,0,1,1,1,0,0,1,7,1,1,6,1,1,0,0,0,0,1,0,2,0,25000,10,5,1,5,1.66667,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,5,5,7,6,6,6,6,4,3,3,250000,6,0.01142,2,7300000,5,0,0,1,1,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1337
1063,14S21063,14S,Domestic,1,3001,Marlborough 14S,7,6,6,88,6,88,77,7,6,6,2,,6,7,7,4,3,0,1,7,77,0,1,0,0,1,0,0,0,0,0,0,1,,5,,,7,,,,,,,,4,6,5,5,1,0,1,1,1,0,0,1,6,1,1,6,1,1,0,0,0,1,0,0,1,0,17592.59259,54,50,6,4,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,,,,,,6,5,6,4,4,4,4,4,4,4,950000,8,0.29688,1,800000,3,1,0,3,1,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1456
1066,14S21066,14S,International,1,3001,Marlborough 14S,7,6,,,5,4,5,7,6,5,3,6.4,6,7,7,4,1,0,1,6,6,0,1,0,1,1,0,0,0,0,1,0,1,,4,,6,7,,,,,5,3,3,6,5,2,5,1,0,1,1,1,0,0,1,,,1,5,2,0,1,0,0,0,0,0,4,,26315.78947,95,80,6,15,5,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,2,5,1,8,4,1,,,,,,5,7,5,3,6,7,6,4,3,3,2500000,9,0.69444,2,1200000,4,1,0,3,1,,,,,,,,,,2,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1066
1831,14S21831,14S,Domestic,1,3001,Marlborough 14S,6,5,4,5,88,88,5,7,5,7,3,5,2,5,6,5,3,0,0,5,7,1,1,0,0,1,0,0,0,0,0,0,1,6,6,,,7,,,,,,,,3,5,1,5,1,1,1,1,0,0,0,1,2,0,1,5,1,1,0,0,0,1,0,0,1,0,3333.333333,60,40,5,20,10,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,4,2,6,3,3,5,2,1,2,2,200000,6,0.25,1,400000,2,1,0,3,2,0,0,0,1,0,0,0,0,White,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1493
1835,14S21835,14S,Domestic,1,3001,Marlborough 14S,5,6,5,88,1,88,6,5,6,5,2,6.4,7,7,7,2,3,0,1,4,7,1,1,0,0,1,0,0,0,0,0,0,1,5,5,,,7,,,,,,,,7,5,1,5,1,0,0,1,1,0,0,1,6,1,0,5,1,1,0,0,0,1,0,0,1,1,6813.333333,75,55,6,20,6.66667,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,0,,,,,,5,4,5,5,5,5,4,4,3,3,511000,8,0.00085,2,200000000,6,1,0,2,1,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1462
1838,14S21838,14S,Domestic,1,3001,Marlborough 14S,6,3,3,1,88,88,4,3,3,6,2,2.8,1,4,3,4,2,0,0,3,3,1,1,1,1,1,0,0,0,0,0,0,1,3,2,3,4,6,,,,,,,,1,4,6,9,1,0,1,1,1,1,0,1,,,1,2,2,0,1,0,0,0,0,0,4,,666.6666667,1500,1000,8,500,500,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,4,1,1,2,2,3,2,4,1,1,1000000,9,0.05,2,20000000,5,1,1,,5,0,0,0,0,0,0,0,1,PrefNo,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1512
1843,14S21843,14S,Domestic,1,3001,Marlborough 14S,7,6,6,88,5,5,77,7,7,7,1,6.8,6,7,7,4,2,1,0,7,7,1,1,0,1,1,0,0,0,0,0,0,1,7,6,,7,7,,,,,,,,2,3,2,7,1,0,1,1,1,0,0,1,1,88,0,4,1,1,0,0,0,1,0,0,1,88,6503.225,400,200,8,200,66.66667,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,3,5,6,6,4,6,4,4,3,3,2601290,9,0.00867,1,100000000,6,0,0,2,1,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1126
1071,14S21071,14S,Domestic,1,3001,Marlborough 14S,7,6,7,5,7,6,6,7,6,7,4,7,7,7,7,4,3,0,1,7,7,0,0,1,1,1,1,0,0,0,1,0,1,,,5,6,7,7,,,,5,5,,7,7,2,5,1,1,1,1,1,0,0,1,7,1,1,7,1,1,0,0,0,1,1,1,3,0,2925,80,30,4,50,16.66667,2,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,4,2,7,3,1,,,,,,7,7,7,6,6,7,5,4,3,3,234000,6,0.00036,2,215000000,6,0,0,2,2,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1324
1074,14S21074,14S,Domestic,1,3001,Marlborough 14S,7,7,5,4,7,7,7,7,7,7,4,5.8,7,7,7,4,3,1,1,3,5,1,1,1,1,1,0,0,0,0,0,0,1,3,2,3,7,7,,,,,,,,3,,,,0,0,1,1,1,1,0,1,4,1,1,4,1,1,0,0,0,1,1,1,3,1,17857.14286,280,80,6,200,40,5,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,2,4,2,0,,,,,,7,4,7,4,7,7,7,1,5,5,5000000,9,0.5,2,2000000,4,1,0,3,1,0,0,0,1,0,0,0,0,White,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1121
1080,14S21080,14S,Domestic,1,3001,Marlborough 14S,5,4,5,88,88,6,5,6,7,6,2,6.2,6,6,6,4,1,1,1,6,7,0,0,0,1,1,0,0,0,0,0,0,1,,,,6,6,,,,,,,,3,2,1,6,1,1,1,1,1,0,0,1,5,0,0,5,1,1,0,0,0,1,0,0,1,0,19642.85714,28,20,3,8,2.66667,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,1,2,5,2,0,,,,,,5,4,5,5,5,3,2,4,3,3,550000,8,0.00346,1,53000000,6,1,0,3,1,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1359
1082,14S21082,14S,Domestic,1,3001,Marlborough 14S,5,5,5,5,5,2,3,7,5,5,1,5,7,7,7,4,2,0,1,2,2,0,0,0,1,1,0,0,0,0,0,0,1,,,,7,7,,,,,,,,5,6,6,5,1,0,1,1,1,1,0,1,3,0,1,5,1,1,0,0,0,1,1,1,3,1,2910.573333,150,50,6,100,44.44444,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,7,3,3,2,3,3,2,4,2.25,2,436586,7,0.3234,1,600000,3,88,0,1,2,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1293
1083,14S21083,14S,Domestic,1,3001,Marlborough 14S,7,7,7,6,4,6,6,7,6,6,88,5.6,6,6,6,2,2,1,1,4,6,1,1,0,0,1,0,0,0,0,0,0,1,6,6,,,7,,,,,,,,6,6,4,5,1,0,0,1,1,0,0,1,5,0,0,5,1,1,0,0,0,1,0,0,1,0,30921.05263,38,30,4,8,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,7,6,5,4,4,4,4,13,1,1,1175000,9,0.08393,3,14000000,5,0,0,5,2,0,0,0,1,0,0,0,0,White,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1181
2215,14S22215,14S,Domestic,1,3001,Marlborough 14S,6,6,6,6,4,5,6,7,6,7,3,6.8,7,6,7,3,3,0,1,7,7,0,0,0,1,1,0,0,0,0,0,0,1,,,,6,7,,,,,,,,6,4,1,4,1,0,0,1,1,0,0,1,5,1,1,6,1,1,0,0,0,1,0,0,1,0,30000,60,40,5,20,6.48649,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,3,2,5,3,1,,,,,,6,5,7,7,7,5,5,4,3.083333333,3,1800000,9,0.07297,2,8000000,5,1,0,6,2,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1096
2221,14S22221,14S,Domestic,1,3001,Marlborough 14S,6,5,2,2,1,5,6,6,7,6,2,6,7,6,6,3,3,0,1,5,6,0,0,0,1,1,0,0,0,0,0,0,1,,,,7,7,,,,,,,,5,3,2,5,1,0,1,1,1,0,0,1,,,1,5,2,0,1,0,0,0,0,0,4,,45000,20,20,3,,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,5,5,4,4,3,3,2,4,2,2,900000,8,0.00196,2,230000000,6,1,1,2,1,0,0,0,1,0,0,0,0,White,2,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1327
2222,14S22222,14S,Domestic,1,3001,Marlborough 14S,88,88,88,88,88,88,4,6,5,7,2,4,6,3,5,4,2,1,0,2,4,0,0,0,1,1,0,0,0,0,0,0,1,,,,5,5,,,,,,,,5,5,1,5,1,0,1,1,0,0,0,1,3,1,1,2,1,1,0,0,0,1,0,0,1,1,10625,80,40,5,40,13.33333,2,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,,,,,,4,2,3,3,2,3,2,4,3,3,850000,8,0.10897,3,2600000,4,0,0,1,2,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1218
2225,14S22225,14S,Domestic,1,3001,Marlborough 14S,7,7,7,7,7,5,7,7,6,5,2,7,7,7,7,3,3,0,1,7,7,1,1,0,1,1,0,0,0,0,0,0,1,4,4,,7,7,,,,,,,,7,7,1,4,1,0,1,1,1,1,0,1,7,1,1,7,1,1,0,0,0,1,1,1,3,0,8750,80,40,5,40,20,3,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,2,5,1,8,3,1,,,,,,7,7,7,4,7,7,4,4,2,2,700000,8,0.05303,2,6600000,5,1,0,2,2,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1508
1844,14S21844,14S,Domestic,1,3001,Marlborough 14S,5,7,5,6,5,6,6,4,4,4,1,6.2,7,6,7,4,3,0,0,5,6,0,0,0,0,1,1,0,0,0,0,0,1,,,,,6,5,,,,,,,4,3,1,6,1,0,0,1,1,1,0,1,,,1,6,2,0,1,0,0,0,0,0,4,,2750,80,40,5,40,30.00008,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,5,3,5,5,7,6,5,4,1.333333333,1,220000,6,0.11,3,1500000,4,1,0,1,2,0,0,0,1,0,0,0,0,White,2,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1463
1847,14S21847,14S,Domestic,1,3001,Marlborough 14S,2,4,6,6,,6,6,2,4,4,4,4.4,4,5,6,4,3,0,0,2,5,0,1,0,0,1,0,0,0,0,0,0,1,,3,,,7,,,,,,,,7,6,2,5,1,1,0,1,1,0,0,1,,,1,5,2,0,1,0,0,0,0,0,4,,4995.7875,80,50,6,30,12,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,3,2,0,,,,,,2,3,,2,2,5,1,6,2.5,3,399663,7,,3,,,0,1,1,1,0,0,1,0,0,0,0,0,Asian,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1305
1849,14S21849,14S,Domestic,1,3001,Marlborough 14S,6,5,6,4,88,88,5,7,7,4,1,6.6,7,7,7,4,3,0,1,5,7,1,1,0,0,1,0,0,0,0,0,0,1,6,5,,,7,,,,,,,,5,4,2,4,1,0,0,1,1,0,0,1,6,1,1,4,1,1,0,0,0,1,0,0,1,0,100000,18,12,2,6,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,,,,,,6,6,6,6,6,4,4,4,3,3,1800000,9,0.3,3,2000000,4,1,1,6,1,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1215
1851,14S21851,14S,International,1,3001,Marlborough 14S,7,7,6,5,4,7,6,7,6,7,1,6.4,6,7,7,4,1,0,0,6,6,0,1,1,0,1,0,0,0,0,0,0,1,,6,6,,7,,,,,,,,5,3,4,5,1,0,0,0,1,0,0,1,2,1,1,4,1,1,0,0,0,1,0,0,1,88,11636.36364,55,15,2,40,20,3,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,,,,,,5,5,5,4,4,5,2,4,2,2,640000,8,1,1,320000,2,1,0,3,2,,,,,,,,,,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1425
1088,14S21088,14S,Domestic,1,3001,Marlborough 14S,5,5,5,4,7,6,7,6,6,5,2,6.8,7,7,7,4,3,0,0,6,7,0,1,0,0,1,1,0,0,0,0,0,1,,5,,,7,7,,,,,,,6,6,1,4,1,1,1,1,1,0,0,1,4,1,1,5,1,1,0,0,0,1,0,0,1,0,825,200,80,6,120,60,6,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,2,2,2,6,4,1,,,,,,6,4,4,3,7,4,4,4,2,2,165000,6,,2,,,0,0,3,2,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1199
1094,14S21094,14S,Domestic,1,3001,Marlborough 14S,7,7,3,5,4,1,1,7,7,7,1,6.2,7,6,7,4,3,0,0,4,7,1,1,0,1,1,0,0,0,0,0,0,1,3,3,,7,7,,,,,,,,1,3,4,4,1,0,0,1,1,0,0,1,,,0,1,2,0,1,0,0,0,0,0,4,,8800,5,5,1,,,,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,,,,,,7,1,3,2,1,2,1,4,1,1,44000,3,,3,,,1,1,6,2,0,0,0,1,0,0,0,0,White,3,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1026
