unique,runique,round,SurveyVersion,Current,fdn,fdntext,fldimp,undrfld,advknow,pubpol,comimp,undrwr,undrsoc,orgimp,undrorg,impsust,granteffect,avgrelfact,comfort,responsv,fairness,ctctfreq,initcont,conchng,sitevst,clrcomm,consistent,lrn_pub,lrn_web,lrn_ar,lrn_grp,lrn_ind,lrn_oth,lrn_blog,lrn_facebk,lrn_twitter,lrn_video,lrn_none2,ansrec,help_pub,help_web,help_ar,help_grp,help_ind,help_oth,help_blog,help_facebk,help_twitter,help_video,onr_fochelp,onr_ideahelp,selhelp,selfdn,pressure,tmsubcmt,propsub,s_loi,s_intv,s_phone,s_rescomm,s_lm,s_none,anssel,helpeval,disceval,discassess,helpassess,evalocc,evalocc_recode,eval_prcs_2,eval_prcs_3,eval_prcs_4,eval_prcs_8,eval_prcs_9,eval_prcs_89,eval_prcs_new,exteval,grtval,total_pem,prophour,prophour_buc_val,emhour,emana,emana_buc_val,propno,emno,ansasst,m_yeast,noasst,m_madv,m_mstrt,m_mfnpl,m_mperf,m_fcoll,m_fadv,m_fintr,m_frobs,m_fpubs,m_fsems,m_ogov,m_oit,m_ocom,m_ofac,m_otrn,m_fundasst,m_ootr,mc_mgmt,mc_fld,mc_oth,mc_all,nonmon,fldorcomp,fundasst,fundimp,f_fdnrep,satisfac,msatisfac,awarechall,helpchall,transparent,trans_select,trans_futfund,trans_bestpractice,trans_failure,typfund_new,grntlen,lenbuc_val,grntsz,grntbuc_val,anpctbud,relpat,budg,budbuc_val,curfund,declined,posit,gender,r_aframb,r_nativeal,r_asianind,r_white,r_sphislat,r_pacisl,r_oth,r_prefno,race,ISI_value,initcont_denom,tmsubcmt_denom,eval_prcs_new_denom,gender_denom,race_denom,ressub_lm,ressub_eval,ressub_prog,ressub_wrt,ressub_quantdata,ressub_qualdata,ressub_story,ressub_quantinfo,ressub_qualinfo,ressub_cost,ressub_oth,resreq_lm,resreq_eval,resreq_prog,resreq_wrt,resreq_quantdata,resreq_qualdata,resreq_story,resreq_quantinfo,resreq_qualinfo,resreq_cost,resreq_oth,e_stvst,e_disc,e_phone,e_email,e_extevl,e_wrtfm,e_outdata,e_none,use_blog,use_facebk,use_twitter,use_video,undrres,cctresuse,cctres,rellen,divcomm_fdn,divcomm_prog,divcomm_org,divcomm_wrk,divadd,optind,tracking
1097,14S21097,14S,International,1,3001,Marlborough 14S,7,6,6,7,6,6,7,7,6,7,4,6.8,7,7,7,2,1,0,1,7,6,0,0,0,1,1,0,0,0,0,0,0,1,,,,7,7,,,,,,,,7,,,,0,0,0,0,0,1,0,1,6,,1,7,1,1,0,0,0,0,1,0,2,0,29958.33333,240,200,8,40,10,2,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,3,0,7,4,1,,,,,,7,6,7,7,7,6,6,4,4,4,7190000,9,2.24688,2,800000,3,1,0,1,1,,,,,,,,,,2,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1154
1102,14S21102,14S,Domestic,1,3001,Marlborough 14S,6,6,6,5,5,5,5,7,5,5,1,5.2,4,6,6,5,2,1,0,5,5,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,1,1,2,5,1,0,0,0,0,0,1,1,3,0,0,6,1,1,0,0,0,1,0,0,1,0,41666.66667,36,24,3,12,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,3,1,2,4,2,4,4,4,3,3,1500000,9,0.33333,2,1500000,4,1,0,3,1,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1234
1112,14S21112,14S,International,1,3001,Marlborough 14S,5,6,6,6,5,5,5,7,7,7,1,6.2,7,7,7,4,1,0,1,5,5,1,1,0,0,1,0,0,0,0,0,0,1,4,4,,,7,,,,,,,,5,3,1,7,1,0,0,1,1,1,0,1,,,1,5,2,0,1,0,0,0,0,0,4,,5555.555556,360,160,7,200,66.66667,6,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,2,5,2,9,4,1,,,,,,6,6,5,3,6,6,4,4,3,3,2000000,9,1.33333,1,500000,3,1,0,1,1,,,,,,,,,,2,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1084
1853,14S21853,14S,Domestic,1,3001,Marlborough 14S,7,7,7,7,7,5,7,5,6,7,1,6,4,7,7,5,1,0,0,7,5,0,1,0,0,1,0,0,0,0,0,0,1,,5,,,7,,,,,,,,7,,,,0,1,0,0,0,0,0,1,7,1,88,6,1,1,0,0,0,1,0,0,1,88,11892.85714,140,40,5,100,20,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,2,0,,,,,,5,5,6,4,7,6,7,4,5,5,1665000,9,6.00E-05,2,6000000000,6,1,0,6,2,0,0,1,0,0,0,0,0,Asian,2,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1316
2226,14S22226,14S,International,1,3001,Marlborough 14S,5,6,3,1,5,5,6,4,6,4,1,5.2,5,5,6,4,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,5,5,2,6,1,1,0,1,1,0,0,1,5,1,1,5,1,1,0,0,0,1,1,1,3,0,2215.384615,390,90,6,300,71.99994,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,5,5,6,6,6,4,5,4,4.166666667,4,864000,8,0.02074,1,10000000,5,0,0,3,1,,,,,,,,,,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1046
2557,14S22557,14S,Domestic,1,3001,Marlborough 14S,6,5,5,6,88,5,4,6,5,6,1,5.6,6,6,6,4,3,1,,4,6,1,1,1,1,1,0,0,0,0,0,0,1,6,6,6,6,6,,,,,,,,6,6,5,5,1,1,1,1,1,0,0,1,5,0,1,5,1,1,0,0,0,1,0,0,1,0,7500,40,20,3,20,20,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,5,5,5,5,6,6,6,4,1,1,300000,7,0.08571,3,3500000,4,1,88,2,1,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1361
2769,14S22769,14S,Domestic,1,3001,Marlborough 14S,6,6,7,5,4,88,6,6,6,5,1,6,6,6,6,3,3,0,1,6,6,1,1,0,1,1,0,0,0,0,0,0,1,2,4,,6,7,,,,,,,,6,6,3,4,1,0,0,0,1,0,0,1,,,1,5,2,0,1,0,0,0,0,0,4,,4687.5,64,32,4,32,32,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,3,2,0,,,,,,6,6,6,5,7,5,3,5,1,1,300000,7,0.0001,3,3000000000,6,0,88,2,5,0,0,0,0,0,0,0,1,PrefNo,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1024
1660,14S21660,14S,Domestic,1,3002,Roxbury 14S,7,7,7,7,7,7,7,7,7,7,3,6.8,7,7,7,2,3,0,0,6,7,1,1,0,0,1,1,0,0,0,0,0,1,5,5,,,6,7,,,,,,,3,1,2,5,1,0,0,0,0,0,1,1,4,1,0,7,1,1,0,0,0,1,0,0,1,0,3333.333333,15,5,1,10,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,1,4,2,0,,,,,,7,7,5,5,5,4,2,4,10,5,50000,4,0.00061,2,8200000,5,1,0,2,2,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,B1038
1503,14S21503,14S,Domestic,1,3003,Dartmouth 14S,7,6,,,7,7,,7,6,1,1,5.8,7,7,7,4,2,0,88,7,1,1,0,0,0,1,0,0,0,0,0,0,1,7,,,,7,,,,,,,,7,7,7,7,1,1,1,1,1,0,0,1,7,1,1,1,1,1,0,0,0,1,0,0,1,0,68.396875,320,160,7,160,160,7,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,,,,,,6,3,4,3,3,4,2,4,1,1,21887,2,,1,,,0,0,3,2,0,0,0,1,0,0,0,0,White,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,C1037
1551,14S21551,14S,Domestic,1,3003,Dartmouth 14S,4,5,4,4,6,7,6,4,5,6,2,,7,6,7,4,4,0,88,7,77,0,0,0,1,0,0,0,0,0,0,0,1,,,,7,,,,,,,,,5,3,2,5,1,1,1,0,0,0,0,1,,,1,5,2,0,1,0,0,0,0,0,4,,2083.333333,12,10,2,2,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,,,,,,4,5,6,7,5,6,7,4,1,1,25000,3,0.0125,3,2000000,4,1,88,2,1,0,0,0,1,0,0,0,0,White,3,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,C1038
1772,14S21772,14S,Domestic,1,3002,Roxbury 14S,4,6,3,2,5,5,6,6,6,88,1,5.8,6,7,5,2,3,0,1,5,6,0,0,0,1,1,0,0,0,0,0,0,1,,,,6,7,,,,,,,,6,5,4,9,1,0,1,1,1,0,0,1,,,1,2,2,0,1,0,0,0,0,0,4,,800,50,50,6,,,,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,3,1,4,2,0,,,,,,5,5,4,2,2,6,1,4,1,1,40000,3,0.016,3,2500000,4,1,1,6,,,,,,,,,,,3,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,B1026
2772,14S22772,14S,Domestic,1,3001,Marlborough 14S,7,5,88,88,2,88,77,7,7,7,2,,5,5,7,5,1,0,1,5,77,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,1,4,0,0,4,1,1,0,0,0,1,0,0,1,0,120000,100,,,100,16.66667,2,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,6,5,5,4,4,4,4,4,6,5,12000000,9,0.002,2,1000000000,6,0,0,6,1,0,0,1,0,0,0,0,0,Asian,2,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1051
2560,14S22560,14S,Domestic,1,3001,Marlborough 14S,7,7,7,88,88,6,7,7,6,6,4,6.8,7,7,7,3,2,0,88,6,7,1,0,0,0,0,0,0,0,0,0,0,1,6,,,,,,,,,,,,6,6,1,1,1,0,1,1,1,0,0,1,,,1,7,2,0,1,0,0,0,0,0,4,,,,,,,,,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,4,2,0,,,,,,6,6,7,7,6,7,5,6,2,2,480000,7,0.29268,2,820000,3,1,88,4,2,0,0,0,1,0,0,0,0,White,,1,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1483
2233,14S22233,14S,Domestic,1,3001,Marlborough 14S,7,7,7,5,7,7,7,7,7,7,1,7,7,7,7,4,3,0,0,7,7,0,0,0,1,1,0,0,0,0,0,0,1,,,,7,7,,,,,,,,7,5,1,7,1,1,1,1,1,0,0,1,7,1,1,7,1,1,0,0,0,1,0,0,1,0,2750,200,100,7,100,28.57143,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,3,2,0,,,,,,6,6,7,7,7,7,7,4,3.5,4,550000,8,8.00E-05,2,2000000000,6,0,0,2,2,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1189
1114,14S21114,14S,International,1,3001,Marlborough 14S,7,6,6,3,4,5,4,6,5,6,1,5.8,6,6,6,4,1,0,0,5,6,0,0,1,0,1,0,0,0,0,0,0,1,,,6,,7,,,,,,,,6,4,2,9,1,1,0,1,1,0,0,1,5,1,1,5,1,1,0,0,0,1,0,0,1,88,5166.666667,90,40,5,50,25,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,3,3,5,6,2,5,3,4,2,2,465000,7,0.031,3,7500000,5,1,1,1,1,,,,,,,,,,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1289
1116,14S21116,14S,Domestic,1,3001,Marlborough 14S,7,1,3,1,7,1,1,7,3,7,3,4.8,3,7,7,4,1,0,1,4,3,0,1,0,1,1,0,0,0,0,0,0,1,,3,,7,7,,,,,,,,5,,,,0,0,1,0,0,0,0,1,,,1,2,3,0,0,1,0,0,0,0,4,,,280,180,7,100,6.66667,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,0,,,,,,4,4,3,3,3,3,3,4,15,5,,,,2,7000000,5,1,0,2,1,0,0,0,1,0,0,0,0,White,,1,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1007
1117,14S21117,14S,Domestic,1,3001,Marlborough 14S,3,1,1,1,4,1,1,7,1,1,3,,1,1,1,4,1,0,1,4,77,0,0,0,0,1,0,0,0,0,0,0,1,,,,,3,,,,,,,,4,7,7,5,1,0,1,1,1,0,0,1,3,1,0,1,1,1,0,0,0,1,0,0,1,0,14322.23636,55,40,5,15,7.5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,7,1,1,1,1,1,1,4,2,2,787723,8,1.12532,2,350000,2,1,0,1,2,0,1,0,0,0,0,0,0,Native Am.,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1398
1119,14S21119,14S,Domestic,1,3001,Marlborough 14S,5,5,6,88,88,88,6,2,6,6,3,5.6,5,6,7,4,3,0,1,4,6,0,0,0,0,1,0,0,0,0,0,0,1,,,,,6,,,,,,,,3,5,5,5,1,0,0,1,1,0,0,1,4,1,1,4,1,1,0,0,0,1,0,0,1,0,16250,80,60,6,20,3.33333,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,,,,,,4,3,6,4,4,5,4,4,6,5,1300000,9,0.02167,3,10000000,5,1,0,3,5,0,0,0,0,0,0,0,1,PrefNo,2,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1070
1121,14S21121,14S,Domestic,1,3001,Marlborough 14S,6,5,6,5,88,5,4,6,5,3,1,7,7,7,7,4,3,1,1,7,7,0,0,0,1,1,0,0,0,0,0,0,1,,,,7,7,,,,,,,,7,7,4,5,1,1,1,1,1,0,0,1,2,1,1,4,1,1,0,0,0,1,1,1,3,1,10000,60,30,4,30,10,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,3,4,7,4,7,6,3,4,3,3,600000,8,0.2,2,1000000,4,1,0,3,1,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1158
1862,14S21862,14S,Domestic,1,3001,Marlborough 14S,5,3,88,88,3,88,4,7,2,3,1,2.8,2,2,4,5,2,1,0,2,4,0,1,0,0,1,0,0,0,1,0,0,1,,5,,,7,,,,4,,4,4,4,2,2,5,1,0,1,0,1,0,0,1,2,1,1,4,1,1,0,0,0,1,0,0,1,0,3600,100,40,5,60,30,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,3,1,4,2,1,2,1,4,2,2,360000,7,0.45,1,400000,2,1,0,1,1,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1446
1122,14S21122,14S,Domestic,1,3001,Marlborough 14S,7,6,7,7,6,6,5,7,6,2,2,6.2,7,6,6,4,3,0,0,6,6,1,0,0,1,1,0,0,0,0,0,0,1,6,,,7,7,,,,,,,,7,6,3,5,1,1,1,1,1,1,0,1,6,1,1,6,1,1,0,0,0,1,0,0,1,0,12000,50,30,4,20,3.33333,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,,,,,,5,5,5,4,6,4,3,4,6,5,600000,8,0.05263,2,1900000,4,1,88,1,2,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1064
1124,14S21124,14S,Domestic,1,3001,Marlborough 14S,5,6,6,3,3,3,5,6,5,3,4,,6,5,6,5,3,1,0,4,77,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,6,2,2,4,1,1,1,0,0,0,0,1,3,0,0,4,1,1,0,0,0,1,0,0,1,0,5000,240,180,7,60,20,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,5,5,4,4,2,4,2,4,3,3,1200000,9,,2,,,0,1,6,1,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1115
1130,14S21130,14S,Domestic,1,3001,Marlborough 14S,6,6,6,6,6,6,6,6,5,5,1,5.4,7,6,6,4,3,0,0,3,5,0,0,0,0,1,0,0,0,0,0,0,1,,,,,7,,,,,,,,6,6,3,6,1,0,1,1,1,0,0,1,,,1,5,1,1,0,0,0,1,0,0,1,0,,60,40,5,20,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,5,5,5,2,1,5,5,4,5,5,,,,2,,,1,0,3,2,0,0,0,1,0,0,0,0,White,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1111
1305,14S21305,14S,Domestic,1,3001,Marlborough 14S,7,7,7,6,7,7,7,7,7,7,1,7,7,7,7,2,3,1,1,7,7,0,0,0,1,1,0,0,0,0,0,0,1,,,,7,7,,,,,,,,7,7,6,5,1,1,1,1,1,1,0,1,7,1,1,7,1,1,0,0,0,1,1,1,3,88,5207.142857,280,120,7,160,64,6,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,5,0,6,3,1,,,,,,7,7,7,7,7,7,7,4,2.5,3,1458000,9,0.41957,2,1390000,4,1,0,2,2,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1228
1313,14S21313,14S,Domestic,1,3001,Marlborough 14S,6,5,88,88,3,88,5,7,7,6,1,7,7,7,7,4,3,77,88,7,7,0,0,0,0,1,0,0,0,0,0,0,1,,,,,7,,,,,,,,5,2,1,8,1,0,1,1,1,0,0,1,4,0,88,5,1,1,0,0,0,1,1,1,3,1,45454.54545,440,400,8,40,8,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1,4,2,0,,,,,,6,6,7,4,7,7,7,1,5,5,20000000,9,0.00718,2,557000000,6,0,88,3,1,0,0,0,1,0,0,0,0,White,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1014
1427,14S21427,14S,Domestic,1,3001,Marlborough 14S,3,6,5,5,3,5,3,4,6,3,3,,4,5,6,4,3,1,0,4,77,0,0,0,0,1,0,0,0,0,0,0,1,,,,,5,,,,,,,,4,7,2,1,1,0,1,1,1,1,0,1,,,88,4,4,,0,0,1,0,0,0,88,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,4,4,5,3,5,3,3,4,5,5,5000000,9,0.02857,2,35000000,6,1,88,3,5,0,0,0,1,0,0,0,0,White,2,1,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1055
1429,14S21429,14S,Domestic,1,3001,Marlborough 14S,6,4,6,4,5,2,3,5,3,7,1,5.4,6,7,6,1,3,1,1,5,3,0,0,0,1,1,0,0,0,0,0,0,1,,,,4,6,,,,,,,,4,7,5,8,1,1,1,1,1,0,0,1,1,1,1,4,1,1,0,0,0,1,1,1,3,1,,750,250,8,500,100,7,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,3,2,0,,,,,,4,4,7,3,3,3,3,4,5,5,,,,88,1000000,4,1,88,6,5,0,0,0,0,0,0,0,1,PrefNo,,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1108
1430,14S21430,14S,Domestic,1,3001,Marlborough 14S,5,6,88,88,4,6,77,6,6,7,3,6.2,7,7,7,2,3,1,0,4,6,1,0,0,0,1,0,0,0,0,0,0,1,6,,,,6,,,,,,,,4,5,2,6,1,1,1,1,1,1,0,1,4,1,0,2,1,1,0,0,0,1,0,0,1,0,528571.4286,35,20,3,15,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,4,4,4,5,4,1,1,4,5,5,18500000,9,0.185,2,20000000,5,1,88,2,2,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1494
1461,14S21461,14S,Domestic,1,3001,Marlborough 14S,6,6,5,88,6,7,6,7,5,5,3,6.6,7,7,7,4,3,1,0,6,6,0,0,0,1,1,0,0,0,0,0,0,1,,,,6,6,,,,,,,,4,5,1,5,1,0,1,0,1,0,0,1,4,1,0,5,1,1,0,0,0,1,0,0,1,0,14098.5,40,20,3,20,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,,,,6,6,4,4,4,4,4,4,4,4,563940,8,,2,,,1,1,3,1,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1233
1467,14S21467,14S,Domestic,1,3001,Marlborough 14S,7,6,7,7,88,88,7,7,7,88,1,6.6,7,7,7,4,3,0,0,5,7,1,0,0,0,1,0,0,0,0,0,0,1,5,,,,7,,,,,,,,6,6,1,6,1,1,1,1,1,1,0,1,,,1,7,2,0,1,0,0,0,0,0,4,,33333.33333,60,50,6,10,5,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,,,,,,6,4,7,7,7,7,7,4,2,2,2000000,9,,2,,,1,0,2,1,0,0,1,0,0,0,0,0,Asian,2,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1466
1970,14S21970,14S,Domestic,1,3001,Marlborough 14S,6,6,6,6,7,6,7,7,6,6,3,6.2,7,6,6,3,3,0,1,6,6,0,0,0,1,1,0,0,0,0,0,0,1,,,,5,7,,,,,,,,,5,2,5,1,0,1,1,1,1,0,1,,,1,5,2,0,1,0,0,0,0,0,4,,7529.411765,85,45,5,40,20,3,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,4,2,6,3,1,,,,,,5,6,6,4,6,7,6,4,2,2,640000,8,0.13913,2,2300000,4,1,0,1,1,0,0,0,1,0,0,0,0,White,2,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1082
1975,14S21975,14S,Domestic,1,3001,Marlborough 14S,5,6,6,6,5,5,5,6,5,6,2,6,6,6,6,2,3,0,1,6,6,0,0,0,1,1,0,0,0,0,0,0,1,,,,6,6,,,,,,,,6,6,4,5,1,0,1,1,1,1,0,1,,,1,6,2,0,1,0,0,0,0,0,4,,20000,30,30,4,,,,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,3,1,4,3,1,,,,,,5,5,5,4,4,4,4,4,2,2,600000,8,0.075,2,4000000,4,1,88,3,1,0,0,0,1,0,0,0,0,White,2,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1148
1977,14S21977,14S,Domestic,1,3001,Marlborough 14S,6,7,5,5,88,5,5,7,7,4,1,6.2,5,7,7,4,3,1,1,5,7,0,1,0,1,1,0,0,0,0,0,0,1,,5,,7,7,,,,,,,,4,4,2,5,1,0,1,1,1,0,0,1,4,0,1,6,1,1,0,0,0,1,0,0,1,0,4709.090909,55,40,5,15,7.5,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,,,,,,6,5,6,5,7,6,5,4,2,2,259000,6,0.518,1,250000,2,1,0,3,5,0,0,0,0,0,0,0,1,PrefNo,2,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1191
1989,14S21989,14S,Domestic,1,3001,Marlborough 14S,7,7,7,88,7,7,7,7,7,7,2,6.8,7,7,7,4,,1,,7,6,0,1,0,1,1,0,0,0,0,0,0,1,,5,,7,7,,,,,,,,7,,,,0,0,1,0,0,0,0,1,6,1,1,6,1,1,0,0,0,1,0,0,1,88,300000,80,40,5,40,13.33333,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,3,2,0,,,,,,5,5,6,5,4,6,6,4,3,3,24000000,9,,3,,,0,0,2,2,0,0,0,1,0,0,0,0,White,2,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1119
1992,14S21992,14S,Domestic,1,3001,Marlborough 14S,7,7,7,88,2,2,2,6,6,7,1,6.8,7,7,7,4,3,0,1,6,7,0,1,0,1,1,0,0,0,0,0,0,1,,5,,7,6,,,,,,,,2,3,2,9,1,1,0,1,1,0,0,1,6,1,0,2,1,1,0,0,0,1,0,0,1,1,2503.555,400,250,8,150,75,6,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,3,1,4,3,1,,,,,,4,2,5,2,4,6,3,4,2,2,1001422,9,0.05563,3,9000000,5,1,1,2,1,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1427
